Element	Ion	Isotope	lambda	r_lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Labellow	Jlow	Elow	r_Elow	Labelup	Jup	Eup	r_Eup	Rad-damp	r_Rad-damp	Sta-damp	r_Sta-damp	Vdw-damp	r_Vdw-damp
Fe	1	0	4885.4303	K07	-0.97	0.03	2014MNRAS.441.3127R	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z3F*'	4.0	3.882	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (4D).5s g5D'	3.0	6.419	K07	7.98	K07	-5.34	K07	-7.53	K07
Fe	1	0	4891.4921	K07	-0.111	0.022	BWL	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	4.0	2.851	K07	'  LS                                                          3p6.3d6(5D).4s.\ (6D).5s e7D'	3.0	5.385	K07	8.18	K07	-5.41	K07	739.236	BA-J,BPM
Y 	2	0	4900.1189	K11	0.03		BBEHL	Y	U	'  LS                                                                               4d2 a3F'	3.0	1.033	K11	'  LS                                                                            4d.5p z3D*'	2.0	3.562	K11	8.46	K11	-6.4	K11	-7.76	K11
Fe	1	0	4903.3099	K07	-0.903	0.016	BWL+2014MNRAS.441.3127R	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	1.0	2.882	K07	'  LS                                                          3p6.3d6(5D).4s.\ (6D).5s e7D'	2.0	5.41	K07	8.18	K07	-5.41	K07	748.236	BA-J,BPM
Fe	1	0	4907.7317	K07	-1.7	0.03	GESHRL14	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	1.0	3.43	K07	'  LS                                                                   3p6.3d7.(4F).5s e5F'	2.0	5.956	K07	7.9	K07	-5.31	K07	909.227	BA-J,BPM
Ti	2	0	4911.1944	WLSC	-0.64		2013ApJS..208...27W	Y	U	'  LS                                                               3d.4s2              c2D'	2.5	3.124	WLSC	'  LS                                                              3d2.(3P).4p         y2P*'	1.5	5.647	WLSC	8.26	K10	-6.33	K10	-7.83	K10
Ti	1	0	4913.6134	LGWSC	0.22		2013ApJS..205...11L	Y	Y	'  LS                                                                       3d3.(2G).4s a3G'	3.0	1.873	LGWSC	'  LS                                                                      3d3.(2G).4p y3H*'	4.0	4.396	LGWSC	7.85	K10	-5.89	K10	327.244	BA-J,BPM
Nd	2	143	4914.3624	HLSC	-1.226		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	145	4914.37	HLSC	-1.059		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	150	4914.3703	HLSC	-0.7		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	143	4914.3719	HLSC	-1.555		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	144	4914.3759	HLSC	-0.7		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	148	4914.38	HLSC	-0.7		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	142	4914.38	HLSC	-0.7		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	146	4914.38	HLSC	-0.7		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	143	4914.3831	HLSC	-1.156		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	145	4914.3834	HLSC	-0.95		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	145	4914.3911	HLSC	-4.004		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Nd	2	143	4914.3974	HLSC	-1.373		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	5.5	0.38	HLSC	'                                                                                         *'	4.5	2.902	HLSC						
Ce	2	0	4914.924	LSCI	-0.81		LSCI	Y	U	'  LS                                                  4f2.(3H).5d                       4K'	5.5	0.879	LSCI	'  JJ                                                 4f2.(3H<4>).6p.<3/2>         (4;3/2)*'	4.5	3.401	LSCI						
Ti	1	0	4915.2287	LGWSC	-0.91		2013ApJS..205...11L	Y	U	'  LS                                                                       3d3.(2G).4s a3G'	5.0	1.887	LGWSC	'  LS                                                                      3d3.(2G).4p y3H*'	5.0	4.409	LGWSC	7.85	K10	-6.06	K10	329.243	BA-J,BPM
Fe	1	0	4917.2299	K07	-1.08	0.05	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	2.0	4.191	K07	'  LS                                                                   3p6.3d7.(4F).4d h5D'	1.0	6.712	K07	8.47	K07	-4.72	K07	962.278	BA-J,BPM
Fe	1	0	4918.0125	K07	-1.26	0.08	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	0.0	4.231	K07	'  LS                                                                   3p6.3d7.(4F).4d f3D'	1.0	6.751	K07	8.47	K07	-4.76	K07	1015.279	BA-J,BPM
Fe	1	0	4920.5023	K07	0.068	0.027	BWL	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	5.0	2.833	K07	'  LS                                                          3p6.3d6(5D).4s.\ (6D).5s e7D'	4.0	5.352	K07	8.18	K07	-5.41	K07	728.237	BA-J,BPM
Fe	2	0	4923.9212	K13	-1.26		2009A&A...497..611M	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	2.891	K13	'  LS                                                                      3d6.(5D).4p z6P*'	1.5	5.408	K13	8.49	K13	-6.53	K13	175.202	BA-J,BPM
Fe	1	0	4924.7695	BK	-2.216	0.045	BK+BWL	Y	U	'  LS                                                                       3p6.3d6.4s2 a3P'	2.0	2.279	K07	'  LS                                                                  3p6.3d7.(4F).4p y3D*'	2.0	4.796	K07	8.2	K07	-5.89	K07	360.244	BA-J,BPM
Ti	1	0	4926.1481	LGWSC	-2.09		2013ApJS..205...11L	Y	U	'  LS                                                                       3d3.(4F).4s a5F'	2.0	0.818	LGWSC	'  LS                                                             3d2.(1D).4s.4p.(3P*) x3F*'	3.0	3.334	LGWSC	7.87	K10	-6.07	K10	263.249	BA-J,BPM
Sm	2	147	4929.536	LD-HS	-2.315		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	149	4929.5399	LD-HS	-2.17		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	147	4929.5466	LD-HS	-2.25		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	149	4929.5516	LD-HS	-2.174		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	150	4929.556	LD-HS	-1.65		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	144	4929.556	LD-HS	-1.65		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	148	4929.556	LD-HS	-1.65		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	154	4929.556	LD-HS	-1.65		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	152	4929.556	LD-HS	-1.65		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	147	4929.5597	LD-HS	-2.144		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	149	4929.5624	LD-HS	-2.347		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	149	4929.5717	LD-HS	-2.354		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Sm	2	147	4929.5727	LD-HS	-2.324		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       6F'	5.5	0.659	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	3.174	LD-HS						
Cr	1	0	4936.335	WLHK	-0.25		SLS	Y	Y	'  LS                                                                           3d4.4s2 a3F'	3.0	3.113	WLHK	'  LS                                                                      3d5.(4G).4p z3H*'	4.0	5.624	WLHK	7.91	K10	-5.97	K10	342.245	BA-J,BPM
Fe	1	0	4938.8138	BWL	-1.077	0.022	BWL	Y	Y	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7F*'	2.0	2.876	K07	'  LS                                                          3p6.3d6(5D).4s.\ (6D).5s e7D'	3.0	5.385	K07	8.18	K07	-5.41	K07	739.237	BA-J,BPM
Fe	1	0	4939.6866	K07	-3.336	0.014	BKK+GESB79b+BWL	Y	U	'  LS                                                                   3p6.3d7.(4F).4s a5F'	5.0	0.859	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	4.0	3.368	K07	7.25	K07	-6.15	K07	244.246	BA-J,BPM
Fe	1	0	4946.3873	K07	-1.11	0.02	2014MNRAS.441.3127R	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	4.0	3.368	K07	'  LS                                                                   3p6.3d7.(4F).5s e5F'	4.0	5.874	K07	7.9	K07	-5.27	K07	848.232	BA-J,BPM
Nd	2	143	4946.9911	HLSC	-1.934		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4I*'	6.5	3.065	HLSC						
Nd	2	143	4947.002	HLSC	-1.828		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4I*'	6.5	3.065	HLSC						
Nd	2	145	4947.0028	HLSC	-1.748		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4I*'	6.5	3.065	HLSC						
Nd	2	150	4947.0056	HLSC	-1.13		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4I*'	6.5	3.065	HLSC						
Nd	2	145	4947.0129	HLSC	-1.732		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4I*'	6.5	3.065	HLSC						
Nd	2	144	4947.0146	HLSC	-1.13		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4I*'	6.5	3.065	HLSC						
Nd	2	143	4947.015	HLSC	-1.949		HLSC	Y	U	'  LS                                                  4f4.(5I).6s                       4I'	6.5	0.559	HLSC	'                                                                                       4I*'	6.5	3.065	HLSC						
