Element	Ion	Isotope	lambda	r_lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Labellow	Jlow	Elow	r_Elow	Labelup	Jup	Eup	r_Eup	Rad-damp	r_Rad-damp	Sta-damp	r_Sta-damp	Vdw-damp	r_Vdw-damp
Na	1	0	4751.8218	NIST10	-2.078		GESMCHF	U	U	'  LS                                                          2p6.3p                   2P*'	1.5	2.104	NIST10	'  LS                                                              2p6.7s                2S'	0.5	4.713	NIST10						
Mn	1	0	4754.0183	DLSSC	-0.647		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	2.5	2.282	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4754.0301	DLSSC	-0.787		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	2.5	2.282	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4754.0472	DLSSC	-0.668		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	2.5	2.282	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4754.0635	DLSSC	-0.67		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	2.5	2.282	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4754.0784	DLSSC	-1.84		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	2.5	2.282	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Ti	1	0	4758.1178	LGWSC	0.51		2013ApJS..205...11L	Y	Y	'  LS                                                                       3d3.(2H).4s a3H'	5.0	2.249	LGWSC	'  LS                                                                      3d3.(2H).4p x3H*'	5.0	4.854	LGWSC	8.08	K10	-6.04	K10	326.246	BA-J,BPM
Ti	1	0	4759.2697	LGWSC	0.59		2013ApJS..205...11L	Y	Y	'  LS                                                                       3d3.(2H).4s a3H'	6.0	2.256	LGWSC	'  LS                                                                      3d3.(2H).4p x3H*'	6.0	4.86	LGWSC	8.08	K10	-6.04	K10	327.246	BA-J,BPM
Mn	1	0	4761.4912	DLSSC	-1.166		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	0.5	2.953	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	1.5	5.556	DLSSC	7.78	K07	-6.09	K07	315.25	BA-J,BPM
Mn	1	0	4761.506	DLSSC	-0.548		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	0.5	2.953	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	1.5	5.556	DLSSC	7.78	K07	-6.09	K07	315.25	BA-J,BPM
Mn	1	0	4761.5198	DLSSC	-0.821		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	0.5	2.953	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	1.5	5.556	DLSSC	7.78	K07	-6.09	K07	315.25	BA-J,BPM
Mn	1	0	4761.5408	DLSSC	-1.613		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	0.5	2.953	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	1.5	5.556	DLSSC	7.78	K07	-6.09	K07	315.25	BA-J,BPM
Mn	1	0	4762.3481	DLSSC	-0.298		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	3.5	2.888	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	4.5	5.491	DLSSC	7.78	K07	-6.09	K07	308.253	BA-J,BPM
Mn	1	0	4762.3618	DLSSC	-0.359		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	3.5	2.888	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	4.5	5.491	DLSSC	7.78	K07	-6.09	K07	308.253	BA-J,BPM
Mn	1	0	4762.3709	DLSSC	-1.183		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	3.5	2.888	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	4.5	5.491	DLSSC	7.78	K07	-6.09	K07	308.253	BA-J,BPM
Mn	1	0	4762.381	DLSSC	-0.216		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	3.5	2.888	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	4.5	5.491	DLSSC	7.78	K07	-6.09	K07	308.253	BA-J,BPM
Mn	1	0	4762.3951	DLSSC	-0.4		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	3.5	2.888	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	4.5	5.491	DLSSC	7.78	K07	-6.09	K07	308.253	BA-J,BPM
Mn	1	0	4765.838	DLSSC	-0.601		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	1.5	2.941	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	2.5	5.542	DLSSC	7.78	K07	-6.09	K07	313.25	BA-J,BPM
Mn	1	0	4765.8525	DLSSC	-0.445		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	1.5	2.941	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	2.5	5.542	DLSSC	7.78	K07	-6.09	K07	313.25	BA-J,BPM
Mn	1	0	4765.8647	DLSSC	-0.676		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	1.5	2.941	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	2.5	5.542	DLSSC	7.78	K07	-6.09	K07	313.25	BA-J,BPM
Mn	1	0	4766.4021	DLSSC	-0.462		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	2.5	2.92	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	3.5	5.52	DLSSC	7.78	K07	-6.09	K07	311.251	BA-J,BPM
Mn	1	0	4766.4145	DLSSC	-0.531		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	2.5	2.92	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	3.5	5.52	DLSSC	7.78	K07	-6.09	K07	311.251	BA-J,BPM
Mn	1	0	4766.4282	DLSSC	-0.511		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	2.5	2.92	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	3.5	5.52	DLSSC	7.78	K07	-6.09	K07	311.251	BA-J,BPM
Mn	1	0	4766.4408	DLSSC	-0.487		DLSSC	Y	U	'  LS                                                                       3d6.(5D).4s a4D'	2.5	2.92	DLSSC	'  LS                                                                      3d6.(5D).4p z4F*'	3.5	5.52	DLSSC	7.78	K07	-6.09	K07	311.251	BA-J,BPM
Ce	2	0	4773.941	LSCI	-0.39		LSCI	Y	U	'  LS                                                  4f2.(3F).6s                       4F'	1.5	0.924	LSCI	'  JJ                                                 4f2.(3H<4>).6p.<3/2>         (4;3/2)*'	2.5	3.521	LSCI						
Ti	1	0	4778.2547	LGWSC	-0.35		2013ApJS..205...11L	Y	U	'  LS                                                                       3d3.(2H).4s a3H'	4.0	2.236	LGWSC	'  LS                                                                      3d3.(2G).4p x1G*'	4.0	4.83	LGWSC	8.27	K10	-6.04	K10	380.237	BA-J,BPM
Fe	1	0	4779.4391	K07	-2.02	0.086	BWL	Y	U	'  LS                                                                   3p6.3d7.(2P).4s a1P'	1.0	3.415	K07	'  LS                                                                  3p6.3d7.(4P).4p x3P*'	0.0	6.008	K07	8.0	K07	-6.07	K07	317.261	BA-J,BPM
Mn	1	0	4783.3922	DLSSC	-1.557		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4783.4052	DLSSC	-1.375		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4783.4169	DLSSC	-0.499		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4783.432	DLSSC	-0.435		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4783.4476	DLSSC	-0.453		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Zr	1	0	4784.92	BGHL	-0.49		BGHL	Y	U	'  LS                                               4d3.(b4F).5s                        a5F'	4.0	0.687	BGHL	'  LS                                                  4d3.(b4F).5p                    y3G*'	5.0	3.277	BGHL						
Fe	1	0	4787.8266	K07	-2.604	0.052	BKK+BWL+GESHRL14	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7P*'	3.0	2.998	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	3.0	5.587	K07	7.98	K07	-5.38	K07	818.227	BA-J,BPM
Fe	1	0	4788.7566	K07	-1.763	0.076	BWL	Y	U	'  LS                                                                   3p6.3d7.(2H).4s b3H'	6.0	3.237	K07	'  LS                                                         3p6.3d6.(3H).4s.4p.(3P*) z3H*'	6.0	5.825	K07	7.42	K07	-5.87	K07	238.249	BA-J,BPM
Cr	1	0	4789.335	SLS	-0.33		SLS	Y	U	'  LS                                                                       3d5.(4G).4s a5G'	6.0	2.544	SLS	'  LS                                                             3d4.(5D).4s.4p.(1P*) y5F*'	5.0	5.132	SLS	8.59	K10	-5.94	K10	378.259	BA-J,BPM
Fe	1	0	4789.6508	BWL	-0.957	0.041	BWL	Y	U	'  LS                                                                  3p6.3d7.(a2D).4s a1D'	2.0	3.547	K07	'  LS                                                         3p6.3d6.(a3F).4s.4p.(3P*) 1F*'	3.0	6.134	K07	7.46	K07	-6.21	K07	-7.8	K07
Fe	1	0	4793.9614	K07	-3.43	0.08	MRW	U	U	'  LS                                                                   3p6.3d7.(2G).4s a1G'	4.0	3.047	K07	'  LS                                                         3p6.3d6.(3H).4s.4p.(3P*) y3G*'	4.0	5.632	K07	7.31	K07	-6.22	K07	238.255	BA-J,BPM
Fe	1	0	4794.3541	K07	-3.95	0.09	MRW	U	U	'  LS                                                                       3p6.3d6.4s2 a3P'	1.0	2.424	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(1P*) x5D*'	1.0	5.01	K07	8.65	K07	-5.89	K07	426.249	BA-J,BPM
Ti	2	0	4798.5313	WLSC	-2.66		2013ApJS..208...27W	Y	U	'  LS                                                                       3d2.(1D).4s a2D'	1.5	1.08	WLSC	'  LS                                                                      3d2.(3F).4p z4G*'	2.5	3.663	WLSC	8.22	K10	-6.43	K10	-7.86	K10
Fe	1	0	4799.406	K07	-2.13	0.06	MRW	U	U	'  LS                                                                       3p6.3d6.4s2 b3D'	2.0	3.64	K07	'  LS                                                                  3p6.3d7.(2P).4p w3P*'	2.0	6.222	K07	7.96	K07	-6.03	K07	353.241	BA-J,BPM
Fe	1	0	4802.8797	BWL	-1.514	0.051	BWL	Y	Y	'  LS                                                                       3p6.3d6.4s2 b3D'	3.0	3.642	K07	'  LS                                                                  3p6.3d7.(2P).4p w3P*'	2.0	6.222	K07	7.96	K07	-6.03	K07	356.244	BA-J,BPM
La	2	139	4804.002	LBS	-2.092		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	1.0	0.235	LBS	'  LS                                                  4f.5d                           z3P*'	1.0	2.815	LBS						
La	2	139	4804.0312	LBS	-1.967		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	1.0	0.235	LBS	'  LS                                                  4f.5d                           z3P*'	1.0	2.815	LBS						
La	2	139	4804.069	LBS	-1.87		LBS	Y	U	'  LS                                                  5d.6s                            a3D'	1.0	0.235	LBS	'  LS                                                  4f.5d                           z3P*'	1.0	2.815	LBS						
Zr	1	0	4805.87	BGHL	-0.42		BGHL	Y	U	'  LS                                               4d3.(b4F).5s                        a5F'	4.0	0.687	BGHL	'  LS                                                  4d3.(b4F).5p                    y5G*'	4.0	3.266	BGHL						
Fe	1	0	4808.1478	K07	-2.69	0.04	MRW	Y	Y	'  LS                                                                  3p6.3d7.(a2D).4s a3D'	3.0	3.252	K07	'  LS                                                                  3p6.3d7.(4P).4p w3D*'	3.0	5.829	K07	8.2	K07	-5.85	K07	297.274	BA-J,BPM
Zr	1	0	4809.47	BGHL	0.16		BGHL	Y	U	'  LS                                               4d3.(a2G).5s                        a3G'	5.0	1.584	BGHL	'  LS                                                  4d3.(b2D).5p                    u3F*'	4.0	4.161	BGHL						
Zn	1	0	4810.528	Wa	-0.16		1980A&A....84..361B|1980ZPhyA.298..249K	Y	U	'  LS                                              3d10.4s.4p                           3P*'	2.0	4.078	Wa	'  LS                                                   3d10.4s.5s                       3S'	1.0	6.655	Wa					676.238	BA-J,BPM
Nd	2	143	4811.3013	MC	-1.813		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	145	4811.3167	MC	-1.813		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	143	4811.3217	MC	-1.867		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	145	4811.3294	MC	-1.867		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	150	4811.3357	MC	-1.14		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	144	4811.3395	MC	-1.14		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	143	4811.3398	MC	-1.929		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	145	4811.3407	MC	-1.929		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	142	4811.342	MC	-1.14		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	146	4811.342	MC	-1.14		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	148	4811.342	MC	-1.14		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	143	4811.3554	MC	-2.002		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	145	4811.3559	MC	-1.742		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	143	4811.3686	MC	-2.089		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	145	4811.3708	MC	-1.867		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	143	4811.3792	MC	-2.198		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Nd	2	143	4811.3907	MC	-2.14		MC	U	Y	'  LS                                                            4f4.(5I).6s             6I'	4.5	0.064	MC	'                                                                                         *'	3.5	2.64	MC						
Zr	1	0	4815.04	BGHL	-0.53		BGHL	Y	U	'  LS                                               4d3.(b4F).5s                        a5F'	3.0	0.651	BGHL	'  LS                                                  4d3.(b4F).5p                    y3G*'	4.0	3.225	BGHL						
Zr	1	0	4815.63	BGHL	-0.03		BGHL	Y	U	'  LS                                               4d3.(b4F).5s                        a5F'	1.0	0.604	BGHL	'  LS                                                  4d3.(b4F).5p                    y5G*'	2.0	3.178	BGHL						
Mn	1	0	4823.4635	DLSSC	-2.977		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	4.5	2.319	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4823.4825	DLSSC	-1.527		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	4.5	2.319	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4823.495	DLSSC	-2.545		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	4.5	2.319	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4823.5079	DLSSC	-0.364		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	4.5	2.319	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4823.5219	DLSSC	-0.474		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	4.5	2.319	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Mn	1	0	4823.5333	DLSSC	-0.247		DLSSC	Y	U	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	4.5	2.319	DLSSC	'  LS                                                                    3d5.4s.(7S).5s e8S'	3.5	4.889	DLSSC	7.98	K07	-5.43	K07	-7.6	K07
Zr	1	0	4828.04	BGHL	-0.64		BGHL	Y	U	'  LS                                               4d3.(b4F).5s                        a5F'	2.0	0.623	BGHL	'  LS                                                  4d3.(b4F).5p                    y3G*'	3.0	3.19	BGHL						
Sm	2	149	4836.6422	LD-HS	-2.758		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	149	4836.6543	LD-HS	-2.83		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	150	4836.66	LD-HS	-2.19		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	144	4836.66	LD-HS	-2.19		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	147	4836.66	LD-HS	-2.19		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	148	4836.66	LD-HS	-2.19		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	154	4836.66	LD-HS	-2.19		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	152	4836.66	LD-HS	-2.19		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	149	4836.6703	LD-HS	-2.668		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	149	4836.6814	LD-HS	-2.969		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	2.5	0.104	LD-HS	'                                                                           4f5.(6H).5d.6s*'	1.5	2.667	LD-HS						
Sm	2	147	4854.3545	LD-HS	-1.954		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	147	4854.3664	LD-HS	-1.631		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	149	4854.368	LD-HS	-1.25		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	150	4854.368	LD-HS	-1.25		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	152	4854.368	LD-HS	-1.25		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	154	4854.368	LD-HS	-1.25		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	144	4854.368	LD-HS	-1.25		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	148	4854.368	LD-HS	-1.25		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
Sm	2	147	4854.3811	LD-HS	-1.663		LD-HS	Y	U	'  LS                                                  4f6.(7F).6s                       8F'	5.5	0.378	LD-HS	'                                                                              4f6.(7F).6p*'	4.5	2.932	LD-HS						
H 	1	0	4861.323	CDROM18	-0.02		2009JPCRD..38..565W	Y	Y	'                                                                                       n=2'	1.5	10.199	CDROM18	'                                                                                       n=4'	2.5	12.749	CDROM18	8.79		2.0		4.0	BA-J,BPM
Gd	2	0	4865.041	DLSC	-0.87		DLSC	Y	U	'  LS                                                 4f7.(8S).5d.(7D).6s               8D*'	2.5	1.157	DLSC	'  LS                                                   4f7.(8S).5d.(9D).6p              8D'	1.5	3.704	DLSC						
Ti	2	0	4865.6104	WLSC	-2.7		2013ApJS..208...27W	Y	U	'  LS                                                               3d3                 a2G'	3.5	1.116	WLSC	'  LS                                                              3d2.(3F).4p         z4G*'	2.5	3.663	WLSC	8.22	K10	-6.49	K10	-7.86	K10
Ru	1	0	4869.153	WSL	-0.83		WSL	Y	U	'  LS                                                                 4d6.5s2           a5D'	4.0	0.928	WSL	'  LS                                                                   d7.(a4F).5p    z5F*'	4.0	3.473	WSL						
Fe	1	0	4869.4634	K07	-2.42	0.08	MRW	U	U	'  LS                                                                  3p6.3d7.(a2D).4s a1D'	2.0	3.547	K07	'  LS                                                        3p6.3d6.(a3F).4s.4p.(3P*) v3D*'	3.0	6.092	K07	7.53	K07	-6.1	K07	246.248	BA-J,BPM
Ni	1	0	4873.438	WLa	-0.38		2014ApJS..211...20W	Y	U	'  LS                                                                  3d8.4s.(a4F).4p z5F*'	3.0	3.699	WLa	'  LS                                                                    d8.4s.(a4F).5s e5F'	2.0	6.242	WLa	8.25	K08	-5.44	K08	-7.59	K08
Fe	1	0	4873.751	K07	-2.96	0.08	MRW	U	U	'  LS                                                                  3p6.3d7.(a2D).4s a3D'	2.0	3.301	K07	'  LS                                                                  3p6.3d7.(4P).4p w5D*'	2.0	5.844	K07	8.16	K07	-5.95	K07	298.274	BA-J,BPM
Ti	2	0	4874.0094	WLSC	-0.86		2013ApJS..208...27W	Y	U	'  LS                                                               3d.4s2              c2D'	1.5	3.095	WLSC	'  LS                                                              3d2.(3P).4p         y2P*'	0.5	5.638	WLSC	8.26	K10	-6.33	K10	-7.83	K10
V 	1	0	4875.4537	K09	-3.394		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z4D*'	2.5	2.582	K09	7.16	K09	-5.86	K09	250.244	BA-J,BPM
V 	1	0	4875.4678	K09	-2.202		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z4D*'	2.5	2.582	K09	7.16	K09	-5.86	K09	250.244	BA-J,BPM
V 	1	0	4875.4815	K09	-1.335		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z4D*'	2.5	2.582	K09	7.16	K09	-5.86	K09	250.244	BA-J,BPM
V 	1	0	4875.4932	K09	-1.422		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z4D*'	2.5	2.582	K09	7.16	K09	-5.86	K09	250.244	BA-J,BPM
V 	1	0	4875.5085	K09	-1.193		1985A&A...153..109W	Y	U	'  LS                                                                           3d3.4s2 a4F'	3.5	0.04	K09	'  LS                                                             3d3.(4F).4s.4p.(3P*) z4D*'	2.5	2.582	K09	7.16	K09	-5.86	K09	250.244	BA-J,BPM
Fe	1	0	4875.877	K07	-1.9	0.04	2014MNRAS.441.3127R	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	5.0	3.332	K07	'  LS                                                                   3p6.3d7.(4F).5s e5F'	4.0	5.874	K07	7.91	K07	-5.27	K07	848.231	BA-J,BPM
Fe	1	0	4877.6044	K07	-3.05	0.08	MRW	U	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z7P*'	3.0	2.998	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	4.0	5.539	K07	7.98	K07	-5.41	K07	795.23	BA-J,BPM
Fe	1	0	4882.1431	K07	-1.48	0.02	GESHRL14	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5F*'	2.0	3.417	K07	'  LS                                                                   3p6.3d7.(4F).5s e5F'	2.0	5.956	K07	7.9	K07	-5.31	K07	910.227	BA-J,BPM
Y 	2	0	4883.6821	K11	0.19		BBEHL	Y	Y	'  LS                                                                               4d2 a3F'	4.0	1.084	K11	'  LS                                                                            4d.5p z3D*'	3.0	3.622	K11	8.47	K11	-6.4	K11	-7.76	K11
