element	wave_A	wave_nm	loggf	EP	species	gamma	gamma6	vdW
112.1	5123.539	512.3539	-0.17	0.226	112.00126	0.0	0.0	0.0
112.1	5123.595	512.3595	0.411	0.433	112.00124	0.0	0.0	0.0
64.1	5123.655	512.3655	-1.44	1.317	64.1	0.0	0.0	0.0
77.0	5123.658	512.3658	-2.41	1.605	77.0	0.0	0.0	0.0
112.1	5123.678	512.3678	0.411	0.432	112.00125	0.0	0.0	0.0
106.1	5123.698	512.3698	-3.797	1.9	106.00113	0.0	0.0	0.0
112.1	5123.714	512.3714	-2.963	0.433	112.00124	0.0	0.0	0.0
26.0	5123.72	512.3720000000001	-3.06	1.01	26.0	0.0	0.0	0.0
112.1	5123.752	512.3752000000001	0.411	0.432	112.00126	0.0	0.0	0.0
44.0	5123.758	512.3758	-2.19	1.418	44.0	0.0	0.0	0.0
60.1	5123.78	512.3779999999999	-0.61	0.38	60.1	0.0	0.0	0.0
106.1	5123.808	512.3808	-7.091	2.225	106.00113	0.0	0.0	0.0
106.1	5123.816	512.3815999999999	-2.914	2.388	106.00113	0.0	0.0	0.0
42.0	5123.82	512.382	-1.24	3.396	42.0	0.0	0.0	0.0
106.1	5123.831	512.3831	-3.813	1.9	106.00113	0.0	0.0	0.0
22.0	5123.854	512.3854	-1.56	3.543	22.0	0.0	0.0	0.0
112.1	5123.86	512.386	-2.985	0.433	112.00124	0.0	0.0	0.0
106.1	5123.881	512.3881	-6.005	1.9	106.00113	0.0	0.0	0.0
106.1	5123.894	512.3894	-3.585	1.031	106.00113	0.0	0.0	0.0
112.1	5123.897	512.3897	0.079	0.128	112.00124	0.0	0.0	0.0
112.1	5123.899	512.3899	-2.372	0.848	112.00124	0.0	0.0	0.0
106.1	5123.927	512.3927	-7.783	1.031	106.00113	0.0	0.0	0.0
112.1	5123.949	512.3949	-0.062	0.848	112.00124	0.0	0.0	0.0
112.1	5123.955	512.3955	-0.537	0.554	112.00124	0.0	0.0	0.0
112.1	5123.97	512.397	0.015	0.406	112.00124	0.0	0.0	0.0
112.1	5123.975	512.3975	-0.135	0.227	112.00124	0.0	0.0	0.0
112.1	5123.979	512.3979	0.433	0.433	112.00124	0.0	0.0	0.0
112.1	5123.986	512.3986	-2.005	0.128	112.00124	0.0	0.0	0.0
112.1	5123.999	512.3999	0.079	0.128	112.00125	0.0	0.0	0.0
114.1	5124.003	512.4003	-3.111	1.236	114.00128	0.0	0.0	0.0
112.1	5124.019	512.4019000000001	-0.041	0.848	112.00124	0.0	0.0	0.0
114.1	5124.026	512.4026	-3.178	1.224	114.00128	0.0	0.0	0.0
112.1	5124.029	512.4029	-2.776	0.406	112.00124	0.0	0.0	0.0
106.1	5124.036	512.4036	-2.963	2.388	106.00113	0.0	0.0	0.0
26.0	5124.045	512.4045	-3.65	4.604	26.0	0.0	0.0	0.0
26.1	5124.054	512.4054	-4.02	5.565	26.1	0.0	0.0	0.0
112.1	5124.058	512.4058	-0.135	0.227	112.00125	0.0	0.0	0.0
112.1	5124.06	512.4060000000001	0.433	0.432	112.00125	0.0	0.0	0.0
22.0	5124.071	512.4071	-1.98	1.501	22.0	0.0	0.0	0.0
112.1	5124.094	512.4094	0.079	0.127	112.00126	0.0	0.0	0.0
112.1	5124.134	512.4134	-0.135	0.226	112.00126	0.0	0.0	0.0
112.1	5124.136	512.4136000000001	0.433	0.432	112.00126	0.0	0.0	0.0
112.1	5124.181	512.4181	-0.078	0.821	112.00124	0.0	0.0	0.0
74.0	5124.233	512.4233	-1.67	1.855	74.0	0.0	0.0	0.0
106.1	5124.238	512.4238	-10.092	2.165	106.00112	0.0	0.0	0.0
114.1	5124.277	512.4277	-3.111	1.236	114.00128	0.0	0.0	0.0
114.1	5124.283	512.4283	-3.054	1.249	114.00128	0.0	0.0	0.0
26.0	5124.284	512.4284	-7.71	3.299	26.0	0.0	0.0	0.0
114.1	5124.293	512.4293	-3.178	1.224	114.00128	0.0	0.0	0.0
22.0	5124.305	512.4305	-2.54	2.248	22.0	0.0	0.0	0.0
114.1	5124.322	512.4322	-3.256	1.214	114.00128	0.0	0.0	0.0
21.0	5124.377	512.4377000000001	-0.97	2.138	21.0	0.0	0.0	0.0
112.1	5124.379	512.4379	0.105	0.128	112.00124	0.0	0.0	0.0
25.0	5124.38	512.438	-0.96	5.108	25.0	0.0	0.0	0.0
106.1	5124.411	512.4411	-3.521	1.031	106.00113	0.0	0.0	0.0
112.1	5124.483	512.4483	0.105	0.128	112.00125	0.0	0.0	0.0
112.1	5124.494	512.4494	-2.347	0.821	112.00124	0.0	0.0	0.0
112.1	5124.502	512.4502	-2.772	0.406	112.00124	0.0	0.0	0.0
26.0	5124.54	512.454	-1.61	5.016	26.0	0.0	0.0	0.0
114.1	5124.557	512.4557	-3.054	1.25	114.00128	0.0	0.0	0.0
42.0	5124.557	512.4557	-1.42	3.697	42.0	0.0	0.0	0.0
112.1	5124.561	512.4561	0.063	0.406	112.00124	0.0	0.0	0.0
68.0	5124.561	512.4561	-1.49	0.0	68.0	0.0	0.0	0.0
114.1	5124.572	512.4572000000001	-3.256	1.214	114.00128	0.0	0.0	0.0
106.1	5124.574	512.4574	-3.334	2.366	106.00113	0.0	0.0	0.0
106.1	5124.578	512.4578	-5.2	2.388	106.00113	0.0	0.0	0.0
112.1	5124.578	512.4578	0.105	0.128	112.00126	0.0	0.0	0.0
112.1	5124.611	512.4611	-0.055	0.821	112.00124	0.0	0.0	0.0
26.0	5124.619	512.4619	-2.96	3.299	26.0	0.0	0.0	0.0
114.1	5124.624	512.4624	-3.365	1.236	114.00128	0.0	0.0	0.0
114.1	5124.628	512.4628	-3.36	1.224	114.00128	0.0	0.0	0.0
114.1	5124.692	512.4692	-3.125	1.292	114.00128	0.0	0.0	0.0
27.0	5124.693	512.4693	-2.06	4.237	27.0	0.0	0.0	0.0
114.1	5124.696	512.4696	-3.125	1.292	114.00128	0.0	0.0	0.0
26.0	5124.724	512.4724	-1.02	4.909	26.0	0.0	0.0	0.0
27.0	5124.729	512.4729	-1.05	4.146	27.0	0.0	0.0	0.0
26.1	5124.754	512.4754	-4.66	6.212	26.1	0.0	0.0	0.0
63.0	5124.771	512.4771	0.04	1.969	63.0	0.0	0.0	0.0
112.1	5124.777	512.4777	-1.851	0.554	112.00124	0.0	0.0	0.0
106.1	5124.79	512.479	-5.685	2.366	106.00113	0.0	0.0	0.0
27.0	5124.8	512.48	-0.67	4.046	27.0	0.0	0.0	0.0
112.1	5124.826	512.4826	-0.456	0.554	112.00124	0.0	0.0	0.0
62.1	5124.84	512.484	-1.07	1.165	62.1	0.0	0.0	0.0
14.0	5124.859	512.4859	-3.5	4.916	14.0	0.0	0.0	0.0
112.1	5124.86	512.486	-0.154	0.7	112.00124	0.0	0.0	0.0
114.1	5124.862	512.4862	-3.349	1.205	114.00128	0.0	0.0	0.0
106.1	5124.89	512.489	-4.179	1.798	106.00112	0.0	0.0	0.0
114.1	5124.895	512.4895	-3.36	1.224	114.00128	0.0	0.0	0.0
114.1	5124.899	512.4899	-3.365	1.236	114.00128	0.0	0.0	0.0
114.1	5124.9	512.49	-3.003	1.264	114.00128	0.0	0.0	0.0
106.1	5124.907	512.4907000000001	-3.395	2.366	106.00113	0.0	0.0	0.0
114.1	5124.913	512.4912999999999	-3.361	1.214	114.00128	0.0	0.0	0.0
114.1	5124.93	512.493	-3.375	1.249	114.00128	0.0	0.0	0.0
106.1	5124.961	512.4961000000001	-4.179	1.791	106.00113	0.0	0.0	0.0
40.1	5124.982	512.4982	-1.5	1.531	40.1	0.0	0.0	0.0
58.0	5125.009	512.5009	-0.2	0.552	58.0	0.0	0.0	0.0
112.1	5125.025	512.5024999999999	-0.814	0.348	112.00124	0.0	0.0	0.0
112.1	5125.034	512.5033999999999	-1.548	0.348	112.00124	0.0	0.0	0.0
23.1	5125.068	512.5068	-3.78	6.334	23.1	0.0	0.0	0.0
114.1	5125.087	512.5087000000001	-3.349	1.206	114.00128	0.0	0.0	0.0
26.0	5125.117	512.5117	-0.14	4.217	26.0	0.0	0.0	0.0
112.1	5125.12	512.512	-0.094	0.794	112.00124	0.0	0.0	0.0
27.0	5125.121	512.5121	-2.41	4.471	27.0	0.0	0.0	0.0
23.0	5125.129	512.5129	-6.34	2.357	23.0	0.0	0.0	0.0
106.1	5125.13	512.513	-6.379	1.798	106.00112	0.0	0.0	0.0
106.1	5125.133	512.5133	-6.77	1.478	106.00113	0.0	0.0	0.0
106.1	5125.155	512.5155	-7.531	2.112	106.00112	0.0	0.0	0.0
114.1	5125.163	512.5163	-3.361	1.214	114.00128	0.0	0.0	0.0
114.1	5125.168	512.5168	-3.003	1.265	114.00128	0.0	0.0	0.0
22.0	5125.17	512.517	-0.96	3.556	22.0	0.0	0.0	0.0
106.1	5125.174	512.5174	-6.379	1.791	106.00113	0.0	0.0	0.0
22.0	5125.201	512.5201	-2.68	2.504	22.0	0.0	0.0	0.0
114.1	5125.205	512.5205	-3.375	1.25	114.00128	0.0	0.0	0.0
106.1	5125.227	512.5227	-4.192	1.798	106.00112	0.0	0.0	0.0
28.0	5125.232	512.5232	-0.65	3.676	28.0	0.0	0.0	0.0
26.1	5125.244	512.5244	-2.93	7.264	26.1	0.0	0.0	0.0
26.0	5125.257	512.5256999999999	-2.13	4.952	26.0	0.0	0.0	0.0
112.1	5125.265	512.5265	-0.473	0.565	112.00124	0.0	0.0	0.0
106.1	5125.287	512.5287000000001	-6.824	1.483	106.00112	0.0	0.0	0.0
106.1	5125.341	512.5341000000001	-4.192	1.791	106.00113	0.0	0.0	0.0
114.1	5125.455	512.5455	-3.37	1.205	114.00128	0.0	0.0	0.0
112.1	5125.47	512.547	0.597	0.444	112.00124	0.0	0.0	0.0
112.1	5125.528	512.5528	-0.037	0.395	112.00124	0.0	0.0	0.0
112.1	5125.545	512.5545	-1.7	0.04	112.00124	0.0	0.0	0.0
112.1	5125.55	512.5550000000001	-2.321	0.794	112.00124	0.0	0.0	0.0
62.1	5125.56	512.556	-3.2	0.248	62.1	0.0	0.0	0.0
64.1	5125.56	512.556	-0.72	1.424	64.1	0.0	0.0	0.0
112.1	5125.572	512.5572	0.597	0.443	112.00125	0.0	0.0	0.0
114.1	5125.577	512.5577000000001	-3.388	1.264	114.00128	0.0	0.0	0.0
112.1	5125.581	512.5581	-2.733	0.395	112.00124	0.0	0.0	0.0
14.0	5125.601	512.5600999999999	-2.29	5.078	14.0	0.0	0.0	0.0
25.0	5125.602	512.5602	-3.15	4.723	25.0	0.0	0.0	0.0
114.1	5125.616	512.5616	-3.466	1.198	114.00128	0.0	0.0	0.0
23.0	5125.62	512.562	-5.16	1.798	23.0	0.0	0.0	0.0
112.1	5125.623	512.5622999999999	-3.231	0.444	112.00124	0.0	0.0	0.0
112.1	5125.663	512.5663	-0.07	0.794	112.00124	0.0	0.0	0.0
112.1	5125.664	512.5663999999999	0.597	0.443	112.00126	0.0	0.0	0.0
112.1	5125.674	512.5674	-3.231	0.444	112.00124	0.0	0.0	0.0
114.1	5125.68	512.568	-3.37	1.206	114.00128	0.0	0.0	0.0
27.0	5125.709	512.5708999999999	-0.98	3.927	27.0	0.0	0.0	0.0
27.0	5125.791	512.5791	-3.57	4.146	27.0	0.0	0.0	0.0
114.1	5125.809	512.5809	-3.466	1.198	114.00128	0.0	0.0	0.0
114.1	5125.81	512.581	-2.64	1.524	114.00128	0.0	0.0	0.0
112.1	5125.827	512.5827	0.614	0.444	112.00124	0.0	0.0	0.0
26.0	5125.837	512.5837	-0.48	4.14	26.0	0.0	0.0	0.0
114.1	5125.844	512.5844	-3.388	1.265	114.00128	0.0	0.0	0.0
22.0	5125.85	512.585	-3.44	3.291	22.0	0.0	0.0	0.0
114.1	5125.893	512.5893	-2.957	1.281	114.00128	0.0	0.0	0.0
112.1	5125.928	512.5928	0.614	0.443	112.00125	0.0	0.0	0.0
106.1	5125.929	512.5929	-3.776	1.986	106.00112	0.0	0.0	0.0
112.1	5125.987	512.5987	-0.112	0.769	112.00124	0.0	0.0	0.0
112.1	5125.994	512.5994	-1.904	0.565	112.00124	0.0	0.0	0.0
112.1	5126.02	512.6020000000001	0.614	0.443	112.00126	0.0	0.0	0.0
112.1	5126.049	512.6049	-0.404	0.566	112.00124	0.0	0.0	0.0
106.1	5126.065	512.6065	-6.315	2.059	106.00112	0.0	0.0	0.0
27.1	5126.077	512.6077	-2.25	5.171	27.1	0.0	0.0	0.0
26.0	5126.096	512.6096	-3.79	5.029	26.0	0.0	0.0	0.0
114.1	5126.109	512.6109	-2.372	1.782	114.00128	0.0	0.0	0.0
112.1	5126.119	512.6119	-2.727	0.395	112.00124	0.0	0.0	0.0
106.1	5126.128	512.6128	-5.974	1.986	106.00112	0.0	0.0	0.0
26.0	5126.132	512.6132	-3.4	3.234	26.0	0.0	0.0	0.0
114.1	5126.147	512.6147	-2.957	1.281	114.00128	0.0	0.0	0.0
114.1	5126.157	512.6157000000001	-3.199	1.264	114.00128	0.0	0.0	0.0
112.1	5126.172	512.6171999999999	0.016	0.395	112.00124	0.0	0.0	0.0
24.0	5126.182	512.6182	-1.56	3.367	24.0	0.0	0.0	0.0
26.0	5126.193	512.6193000000001	-1.08	4.253	26.0	0.0	0.0	0.0
26.1	5126.197	512.6197	-7.33	3.195	26.1	0.0	0.0	0.0
27.0	5126.198	512.6198	-0.53	3.62	27.0	0.0	0.0	0.0
112.1	5126.205	512.6205	-2.147	0.7	112.00124	0.0	0.0	0.0
106.1	5126.214	512.6214	-3.794	1.986	106.00112	0.0	0.0	0.0
106.1	5126.223	512.6223	-5.637	2.389	106.00113	0.0	0.0	0.0
114.1	5126.236	512.6236	-3.392	1.198	114.00128	0.0	0.0	0.0
112.1	5126.301	512.6301000000001	-0.118	0.7	112.00124	0.0	0.0	0.0
114.1	5126.311	512.6311	-2.372	1.782	114.00128	0.0	0.0	0.0
114.1	5126.337	512.6337000000001	-2.64	1.524	114.00128	0.0	0.0	0.0
106.1	5126.368	512.6368	-5.404	1.0	106.00112	0.0	0.0	0.0
112.1	5126.38	512.638	-0.419	0.578	112.00124	0.0	0.0	0.0
112.1	5126.417	512.6417	-2.376	0.521	112.00124	0.0	0.0	0.0
114.1	5126.429	512.6429	-3.392	1.198	114.00128	0.0	0.0	0.0
24.0	5126.499	512.6499	-1.24	3.367	24.0	0.0	0.0	0.0
112.1	5126.508	512.6508	-2.295	0.769	112.00124	0.0	0.0	0.0
26.0	5126.527	512.6527	-3.25	4.909	26.0	0.0	0.0	0.0
114.1	5126.557	512.6557	-3.624	1.193	114.00128	0.0	0.0	0.0
23.0	5126.572	512.6572	-2.34	1.948	23.0	0.0	0.0	0.0
26.0	5126.579	512.6578999999999	-4.09	3.879	26.0	0.0	0.0	0.0
114.1	5126.602	512.6602	-3.403	1.281	114.00128	0.0	0.0	0.0
112.1	5126.617	512.6617	-0.087	0.769	112.00124	0.0	0.0	0.0
112.1	5126.641	512.6641	-0.132	0.745	112.00124	0.0	0.0	0.0
114.1	5126.691	512.6691	-3.199	1.265	114.00128	0.0	0.0	0.0
42.0	5126.704	512.6704	-2.0	2.644	42.0	0.0	0.0	0.0
114.1	5126.709	512.6709	-3.624	1.193	114.00128	0.0	0.0	0.0
106.1	5126.765	512.6765	-2.915	2.389	106.00113	0.0	0.0	0.0
27.0	5126.806	512.6805999999999	-1.99	3.927	27.0	0.0	0.0	0.0
28.0	5126.821	512.6821	-0.7	3.696	28.0	0.0	0.0	0.0
112.1	5126.848	512.6848	-0.777	0.348	112.00124	0.0	0.0	0.0
112.1	5126.852	512.6852	-0.088	0.722	112.00124	0.0	0.0	0.0
114.1	5126.856	512.6856	-3.403	1.281	114.00128	0.0	0.0	0.0
112.1	5126.906	512.6906	-0.097	0.384	112.00124	0.0	0.0	0.0
24.1	5126.934	512.6934	-2.87	5.869	24.1	0.0	0.0	0.0
112.1	5126.948	512.6948	0.389	0.408	112.00124	0.0	0.0	0.0
112.1	5126.952	512.6952	-2.686	0.384	112.00124	0.0	0.0	0.0
106.1	5126.967	512.6967	-5.2	2.398	106.00112	0.0	0.0	0.0
112.1	5127.024	512.7024	0.389	0.407	112.00125	0.0	0.0	0.0
112.1	5127.034	512.7034	-1.953	0.578	112.00124	0.0	0.0	0.0
106.1	5127.042	512.7042	-2.914	2.398	106.00112	0.0	0.0	0.0
114.1	5127.047	512.7047	-2.478	1.705	114.00128	0.0	0.0	0.0
114.1	5127.051	512.7051	-2.478	1.705	114.00128	0.0	0.0	0.0
112.1	5127.062	512.7062	-3.069	0.408	112.00124	0.0	0.0	0.0
22.0	5127.063	512.7063	-1.27	2.675	22.0	0.0	0.0	0.0
106.1	5127.091	512.7091	-2.963	2.398	106.00112	0.0	0.0	0.0
112.1	5127.094	512.7094	0.389	0.407	112.00126	0.0	0.0	0.0
112.1	5127.095	512.7095	-0.359	0.578	112.00124	0.0	0.0	0.0
62.1	5127.11	512.711	-1.51	0.659	62.1	0.0	0.0	0.0
106.1	5127.112	512.7112	-2.963	2.389	106.00113	0.0	0.0	0.0
106.1	5127.152	512.7152	-3.052	1.139	106.00112	0.0	0.0	0.0
106.1	5127.166	512.7166	-5.66	2.398	106.00112	0.0	0.0	0.0
106.1	5127.212	512.7212000000001	-6.093	1.139	106.00112	0.0	0.0	0.0
112.1	5127.222	512.7221999999999	-3.069	0.408	112.00124	0.0	0.0	0.0
23.0	5127.232	512.7232	-4.2	2.581	23.0	0.0	0.0	0.0
44.0	5127.25	512.725	-1.96	1.192	44.0	0.0	0.0	0.0
114.1	5127.253	512.7253	-3.436	1.193	114.00128	0.0	0.0	0.0
112.1	5127.26	512.726	-2.268	0.745	112.00124	0.0	0.0	0.0
106.1	5127.306	512.7306	-3.333	2.372	106.00112	0.0	0.0	0.0
112.1	5127.306	512.7306	-0.372	0.592	112.00124	0.0	0.0	0.0
114.1	5127.306	512.7306	-2.916	1.299	114.00128	0.0	0.0	0.0
112.1	5127.336	512.7336	0.413	0.408	112.00124	0.0	0.0	0.0
26.0	5127.339	512.7339	-2.31	4.291	26.0	0.0	0.0	0.0
26.0	5127.345	512.7345	-1.72	4.984	26.0	0.0	0.0	0.0
106.1	5127.358	512.7358	-6.142	1.139	106.00112	0.0	0.0	0.0
26.0	5127.36	512.736	-3.25	0.914	26.0	0.0	0.0	0.0
112.1	5127.364	512.7364	-0.105	0.745	112.00124	0.0	0.0	0.0
22.0	5127.366	512.7366	-1.05	2.254	22.0	0.0	0.0	0.0
68.1	5127.403	512.7403	-0.43	1.7	68.1	0.0	0.0	0.0
114.1	5127.405	512.7405	-3.436	1.193	114.00128	0.0	0.0	0.0
112.1	5127.413	512.7412999999999	0.413	0.407	112.00125	0.0	0.0	0.0
106.1	5127.418	512.7418	-2.983	1.139	106.00112	0.0	0.0	0.0
106.1	5127.437	512.7437	-5.685	2.372	106.00112	0.0	0.0	0.0
20.0	5127.456	512.7456	-6.35	5.317	20.0	0.0	0.0	0.0
112.1	5127.484	512.7484000000001	0.413	0.407	112.00126	0.0	0.0	0.0
24.0	5127.533	512.7533000000001	-3.96	3.695	24.0	0.0	0.0	0.0
106.1	5127.536	512.7536	-3.395	2.372	106.00112	0.0	0.0	0.0
114.1	5127.54	512.754	-2.916	1.299	114.00128	0.0	0.0	0.0
112.1	5127.57	512.757	-2.678	0.384	112.00124	0.0	0.0	0.0
106.1	5127.588	512.7588	-8.212	1.576	106.00113	0.0	0.0	0.0
112.1	5127.616	512.7616	-0.036	0.384	112.00124	0.0	0.0	0.0
112.1	5127.652	512.7652	-2.121	0.722	112.00124	0.0	0.0	0.0
41.0	5127.652	512.7652	-1.55	1.255	41.0	0.0	0.0	0.0
106.1	5127.654	512.7654	-5.227	2.389	106.00113	0.0	0.0	0.0
106.1	5127.68	512.768	-12.488	1.794	106.00112	0.0	0.0	0.0
26.0	5127.681	512.7681	-6.12	0.052	26.0	0.0	0.0	0.0
27.0	5127.739	512.7738999999999	-3.29	4.392	27.0	0.0	0.0	0.0
112.1	5127.752	512.7752	-0.063	0.722	112.00124	0.0	0.0	0.0
106.1	5127.773	512.7773	-7.99	1.794	106.00112	0.0	0.0	0.0
106.1	5127.779	512.7779	-10.82	1.576	106.00113	0.0	0.0	0.0
106.1	5127.807	512.7807	-8.274	1.794	106.00112	0.0	0.0	0.0
24.0	5127.807	512.7807	-2.63	5.607	24.0	0.0	0.0	0.0
27.1	5127.81	512.7810000000001	-4.72	5.462	27.1	0.0	0.0	0.0
112.1	5127.842	512.7841999999999	-0.219	0.216	112.00124	0.0	0.0	0.0
24.0	5127.847	512.7846999999999	-4.41	3.102	24.0	0.0	0.0	0.0
42.0	5127.853	512.7853	-1.7	3.154	42.0	0.0	0.0	0.0
26.1	5127.866	512.7866	-2.54	5.566	26.1	0.0	0.0	0.0
112.1	5127.891	512.7891	-1.808	0.216	112.00124	0.0	0.0	0.0
112.1	5127.894	512.7894	-1.997	0.592	112.00124	0.0	0.0	0.0
112.1	5127.914	512.7914	-0.219	0.216	112.00125	0.0	0.0	0.0
106.1	5127.918	512.7918	-6.769	1.484	106.00112	0.0	0.0	0.0
106.1	5127.92	512.792	-10.913	1.576	106.00113	0.0	0.0	0.0
58.0	5127.933	512.7933	-0.72	0.998	58.0	0.0	0.0	0.0
24.0	5127.935	512.7935	-3.55	5.27	24.0	0.0	0.0	0.0
112.1	5127.96	512.796	-0.319	0.592	112.00124	0.0	0.0	0.0
112.1	5127.982	512.7982	-0.219	0.215	112.00126	0.0	0.0	0.0
58.0	5128.024	512.8024	-0.48	0.91	58.0	0.0	0.0	0.0
14.0	5128.034	512.8034	-2.6	5.078	14.0	0.0	0.0	0.0
20.0	5128.041	512.8041000000001	-3.83	4.765	20.0	0.0	0.0	0.0
112.1	5128.048	512.8048	-0.33	0.607	112.00124	0.0	0.0	0.0
114.1	5128.048	512.8048	-3.42	1.299	114.00128	0.0	0.0	0.0
114.1	5128.065	512.8064999999999	-2.71	1.678	114.00128	0.0	0.0	0.0
106.1	5128.077	512.8077000000001	-3.199	1.376	106.00112	0.0	0.0	0.0
69.1	5128.08	512.808	-0.92	3.184	69.1	0.0	0.0	0.0
28.0	5128.082	512.8082	-2.46	3.696	28.0	0.0	0.0	0.0
112.1	5128.094	512.8094	-0.168	0.375	112.00124	0.0	0.0	0.0
106.1	5128.111	512.8111	-8.249	1.576	106.00113	0.0	0.0	0.0
23.0	5128.134	512.8134	-6.24	2.121	23.0	0.0	0.0	0.0
112.1	5128.135	512.8135	-2.635	0.375	112.00124	0.0	0.0	0.0
24.1	5128.147	512.8147	-4.63	5.489	24.1	0.0	0.0	0.0
106.1	5128.188	512.8188	-7.387	1.376	106.00112	0.0	0.0	0.0
114.1	5128.283	512.8283	-3.42	1.299	114.00128	0.0	0.0	0.0
114.1	5128.293	512.8293	-2.71	1.679	114.00128	0.0	0.0	0.0
25.1	5128.302	512.8302	-4.76	5.986	25.1	0.0	0.0	0.0
106.1	5128.303	512.8303	-3.101	1.376	106.00112	0.0	0.0	0.0
20.0	5128.324	512.8324	-5.35	5.295	20.0	0.0	0.0	0.0
106.1	5128.337	512.8337	-8.67	1.752	106.00113	0.0	0.0	0.0
106.1	5128.344	512.8344	-3.395	2.294	106.00113	0.0	0.0	0.0
106.1	5128.435	512.8435000000001	-8.278	1.752	106.00113	0.0	0.0	0.0
42.0	5128.446	512.8446	-1.08	4.05	42.0	0.0	0.0	0.0
112.1	5128.473	512.8473	-0.181	0.216	112.00124	0.0	0.0	0.0
23.0	5128.508	512.8507999999999	0.06	2.284	23.0	0.0	0.0	0.0
72.1	5128.51	512.851	-1.59	2.154	72.1	0.0	0.0	0.0
112.1	5128.549	512.8549	-1.484	0.186	112.00124	0.0	0.0	0.0
112.1	5128.549	512.8549	-0.181	0.216	112.00125	0.0	0.0	0.0
106.1	5128.56	512.856	-3.446	2.294	106.00113	0.0	0.0	0.0
106.1	5128.563	512.8563	-7.16	2.227	106.00113	0.0	0.0	0.0
112.1	5128.574	512.8574	-2.038	0.607	112.00124	0.0	0.0	0.0
112.1	5128.618	512.8618	-0.293	0.623	112.00124	0.0	0.0	0.0
106.1	5128.619	512.8619	-5.741	2.294	106.00113	0.0	0.0	0.0
112.1	5128.619	512.8619	-0.181	0.215	112.00126	0.0	0.0	0.0
112.1	5128.646	512.8646	-0.283	0.607	112.00124	0.0	0.0	0.0
106.1	5128.699	512.8698999999999	-6.26	2.06	106.00112	0.0	0.0	0.0
106.1	5128.766	512.8765999999999	-13.005	1.752	106.00113	0.0	0.0	0.0
20.0	5128.775	512.8774999999999	-5.09	5.296	20.0	0.0	0.0	0.0
112.1	5128.854	512.8854	-2.623	0.375	112.00124	0.0	0.0	0.0
106.1	5128.863	512.8863	-9.455	1.534	106.00113	0.0	0.0	0.0
106.1	5128.889	512.8889	-5.84	1.443	106.00112	0.0	0.0	0.0
112.1	5128.894	512.8894	-0.095	0.375	112.00124	0.0	0.0	0.0
106.1	5128.987	512.8987	-3.584	1.034	106.00112	0.0	0.0	0.0
106.1	5129.018	512.9018	-7.782	1.034	106.00112	0.0	0.0	0.0
112.1	5129.041	512.9041	-0.259	0.641	112.00124	0.0	0.0	0.0
106.1	5129.05	512.905	-10.27	2.327	106.00113	0.0	0.0	0.0
112.1	5129.079	512.9078999999999	-2.077	0.623	112.00124	0.0	0.0	0.0
112.1	5129.087	512.9087000000001	-0.254	0.367	112.00124	0.0	0.0	0.0
63.0	5129.091	512.9091000000001	0.01	1.667	63.0	0.0	0.0	0.0
112.1	5129.122	512.9122	-2.582	0.367	112.00124	0.0	0.0	0.0
112.1	5129.155	512.9155	-0.25	0.623	112.00124	0.0	0.0	0.0
22.1	5129.156	512.9156	-1.34	1.89	22.1	0.0	0.0	0.0
114.1	5129.188	512.9188	-2.879	1.319	114.00128	0.0	0.0	0.0
112.1	5129.304	512.9304	0.049	0.11	112.00124	0.0	0.0	0.0
106.1	5129.306	512.9305999999999	-3.797	1.903	106.00113	0.0	0.0	0.0
28.0	5129.37	512.937	-0.63	3.676	28.0	0.0	0.0	0.0
25.0	5129.373	512.9372999999999	-3.34	4.791	25.0	0.0	0.0	0.0
112.1	5129.387	512.9386999999999	-1.975	0.11	112.00124	0.0	0.0	0.0
106.1	5129.395	512.9395000000001	-6.315	2.053	106.00113	0.0	0.0	0.0
112.1	5129.397	512.9397	-0.229	0.659	112.00124	0.0	0.0	0.0
112.1	5129.398	512.9398	0.049	0.11	112.00125	0.0	0.0	0.0
114.1	5129.399	512.9399000000001	-2.879	1.319	114.00128	0.0	0.0	0.0
112.1	5129.425	512.9425	-2.113	0.641	112.00124	0.0	0.0	0.0
59.1	5129.453	512.9453000000001	-3.721	0.648	59.1141	0.0	0.0	0.0
59.1	5129.46	512.946	-3.403	0.648	59.1141	0.0	0.0	0.0
59.1	5129.467	512.9467	-3.331	0.648	59.1141	0.0	0.0	0.0
59.1	5129.474	512.9474	-3.499	0.648	59.1141	0.0	0.0	0.0
112.1	5129.485	512.9485	0.049	0.109	112.00126	0.0	0.0	0.0
106.1	5129.489	512.9489	-5.965	1.903	106.00113	0.0	0.0	0.0
59.1	5129.501	512.9501	-1.882	0.648	59.1141	0.0	0.0	0.0
59.1	5129.501	512.9501	-2.077	0.648	59.1141	0.0	0.0	0.0
59.1	5129.502	512.9502	-1.837	0.648	59.1141	0.0	0.0	0.0
59.1	5129.503	512.9503	-1.889	0.648	59.1141	0.0	0.0	0.0
59.1	5129.503	512.9503	-2.084	0.648	59.1141	0.0	0.0	0.0
112.1	5129.507	512.9507	-0.221	0.641	112.00124	0.0	0.0	0.0
106.1	5129.508	512.9508	-3.52	1.034	106.00112	0.0	0.0	0.0
59.1	5129.526	512.9526	-1.175	0.648	59.1141	0.0	0.0	0.0
24.0	5129.528	512.9528	-2.56	4.443	24.0	0.0	0.0	0.0
