element	wave_A	wave_nm	loggf	EP	species	gamma	gamma6	vdW
23.0	5176.766	517.6766	-0.02	2.636	23.0	0.0	0.0	0.0
60.1	5176.78	517.678	-0.84	1.12	60.1	0.0	0.0	0.0
112.1	5176.789	517.6789	0.164	0.064	112.00124	0.0	0.0	0.0
112.1	5176.803	517.6803	-0.288	0.227	112.00124	0.0	0.0	0.0
112.1	5176.805	517.6805	-0.288	0.227	112.00125	0.0	0.0	0.0
112.1	5176.806	517.6805999999999	-0.288	0.226	112.00126	0.0	0.0	0.0
112.1	5176.809	517.6809000000001	0.164	0.063	112.00125	0.0	0.0	0.0
112.1	5176.828	517.6828	0.164	0.063	112.00126	0.0	0.0	0.0
106.1	5176.849	517.6849	-3.825	1.782	106.00112	0.0	0.0	0.0
112.1	5176.855	517.6854999999999	-2.802	0.064	112.00124	0.0	0.0	0.0
114.1	5176.876	517.6876	-3.526	1.306	114.00128	0.0	0.0	0.0
90.0	5176.961	517.6961	-0.69	1.387	90.0	0.0	0.0	0.0
26.0	5176.993	517.6993	-2.48	4.635	26.0	0.0	0.0	0.0
106.1	5177.029	517.7029	-5.937	1.782	106.00112	0.0	0.0	0.0
42.0	5177.089	517.7089	-2.14	2.644	42.0	0.0	0.0	0.0
106.1	5177.09	517.7090000000001	-3.838	1.782	106.00112	0.0	0.0	0.0
106.1	5177.102	517.7102	-3.55	2.039	106.00112	0.0	0.0	0.0
25.0	5177.139	517.7139	-2.38	5.401	25.0	0.0	0.0	0.0
112.1	5177.15	517.7149999999999	0.118	0.515	112.00124	0.0	0.0	0.0
112.1	5177.159	517.7158999999999	0.118	0.514	112.00125	0.0	0.0	0.0
112.1	5177.16	517.716	0.118	0.513	112.00126	0.0	0.0	0.0
6.0	5177.187	517.7187	-4.9	8.641	6.0	0.0	0.0	0.0
112.1	5177.233	517.7233	-2.799	0.064	112.00124	0.0	0.0	0.0
26.0	5177.233	517.7233	-2.42	3.692	26.0	0.0	0.0	0.0
106.1	5177.236	517.7236	-5.692	2.039	106.00112	0.0	0.0	0.0
45.0	5177.249	517.7248999999999	0.12	3.97	45.0	0.0	0.0	0.0
106.1	5177.298	517.7298	-3.573	2.039	106.00112	0.0	0.0	0.0
112.1	5177.299	517.7299	0.211	0.064	112.00124	0.0	0.0	0.0
112.1	5177.303	517.7302999999999	0.366	0.744	112.00124	0.0	0.0	0.0
57.0	5177.308	517.7308	-0.28	0.433	57.0	0.0	0.0	0.0
112.1	5177.322	517.7322	0.211	0.064	112.00125	0.0	0.0	0.0
112.1	5177.342	517.7342	0.211	0.063	112.00126	0.0	0.0	0.0
27.0	5177.364	517.7364	-3.25	4.146	27.0	0.0	0.0	0.0
59.0	5177.367	517.7367	-0.26	0.353	59.0	0.0	0.0	0.0
114.1	5177.372	517.7372	-2.783	1.306	114.00128	0.0	0.0	0.0
27.0	5177.377	517.7377	-1.01	4.107	27.0	0.0	0.0	0.0
24.0	5177.402	517.7402	-0.53	3.426	24.0	0.0	0.0	0.0
22.0	5177.478	517.7478	-6.23	0.899	22.0	0.0	0.0	0.0
112.1	5177.491	517.7491	-2.24	0.515	112.00124	0.0	0.0	0.0
112.1	5177.523	517.7523	-0.303	0.239	112.00126	0.0	0.0	0.0
112.1	5177.525	517.7524999999999	-0.303	0.239	112.00125	0.0	0.0	0.0
112.1	5177.529	517.7529000000001	-0.303	0.239	112.00124	0.0	0.0	0.0
27.0	5177.597	517.7597	-0.42	4.146	27.0	0.0	0.0	0.0
114.1	5177.598	517.7598	-2.783	1.306	114.00128	0.0	0.0	0.0
106.1	5177.603	517.7603	-6.647	2.367	106.00112	0.0	0.0	0.0
112.1	5177.622	517.7622	-2.4	0.744	112.00124	0.0	0.0	0.0
112.1	5177.627	517.7627	0.141	0.515	112.00124	0.0	0.0	0.0
106.1	5177.631	517.7631	-9.282	1.547	106.00112	0.0	0.0	0.0
112.1	5177.632	517.7632	0.141	0.513	112.00126	0.0	0.0	0.0
112.1	5177.635	517.7635	0.141	0.514	112.00125	0.0	0.0	0.0
25.1	5177.648	517.7648	-1.77	6.001	25.1	0.0	0.0	0.0
106.1	5177.691	517.7691	-3.58	2.367	106.00112	0.0	0.0	0.0
58.0	5177.728	517.7728	-0.89	0.398	58.0	0.0	0.0	0.0
106.1	5177.729	517.7729	-6.494	1.199	106.00112	0.0	0.0	0.0
112.1	5177.75	517.775	-1.973	0.745	112.00124	0.0	0.0	0.0
106.1	5177.786	517.7786	-9.708	1.55	106.00113	0.0	0.0	0.0
112.1	5177.806	517.7805999999999	0.381	0.744	112.00124	0.0	0.0	0.0
24.0	5177.813	517.7813	-2.74	3.419	24.0	0.0	0.0	0.0
106.1	5177.849	517.7849	-7.206	2.161	106.00112	0.0	0.0	0.0
112.1	5177.883	517.7882999999999	0.381	0.743	112.00125	0.0	0.0	0.0
106.1	5177.899	517.7899	-3.598	2.367	106.00112	0.0	0.0	0.0
112.1	5177.941	517.7941	0.381	0.742	112.00126	0.0	0.0	0.0
77.0	5177.954	517.7954	-2.24	1.995	77.0	0.0	0.0	0.0
26.0	5177.958	517.7958	-1.27	4.984	26.0	0.0	0.0	0.0
25.0	5177.967	517.7967	-2.17	4.824	25.0	0.0	0.0	0.0
106.1	5177.987	517.7987	-6.286	2.367	106.00112	0.0	0.0	0.0
62.1	5177.994	517.7994	-1.68	0.884	62.1	0.0	0.0	0.0
112.1	5178.015	517.8015	-0.666	0.001	112.00124	0.0	0.0	0.0
26.0	5178.015	517.8015	-2.48	4.981	26.0	0.0	0.0	0.0
112.1	5178.026	517.8026	-1.463	0.001	112.00124	0.0	0.0	0.0
112.1	5178.029	517.8029	-0.666	0.001	112.00125	0.0	0.0	0.0
24.0	5178.033	517.8033	-1.0	4.437	24.0	0.0	0.0	0.0
112.1	5178.04	517.804	-0.666	0.001	112.00126	0.0	0.0	0.0
24.0	5178.076	517.8076	-3.98	4.447	24.0	0.0	0.0	0.0
64.1	5178.1	517.8100000000001	-1.14	1.657	64.1	0.0	0.0	0.0
112.1	5178.123	517.8122999999999	-1.819	0.239	112.00124	0.0	0.0	0.0
112.1	5178.185	517.8185000000001	-0.235	0.239	112.00125	0.0	0.0	0.0
112.1	5178.185	517.8185000000001	-0.235	0.239	112.00126	0.0	0.0	0.0
112.1	5178.186	517.8186	-0.235	0.239	112.00124	0.0	0.0	0.0
23.0	5178.262	517.8262	-3.96	2.579	23.0	0.0	0.0	0.0
106.1	5178.412	517.8412000000001	-3.007	1.507	106.00112	0.0	0.0	0.0
112.1	5178.427	517.8426999999999	0.099	0.486	112.00124	0.0	0.0	0.0
112.1	5178.435	517.8435000000001	0.099	0.485	112.00126	0.0	0.0	0.0
112.1	5178.436	517.8435999999999	0.099	0.485	112.00125	0.0	0.0	0.0
27.0	5178.448	517.8448000000001	-3.66	4.146	27.0	0.0	0.0	0.0
25.1	5178.474	517.8474	-4.24	6.568	25.1	0.0	0.0	0.0
112.1	5178.478	517.8478	0.111	0.051	112.00124	0.0	0.0	0.0
112.1	5178.495	517.8495	0.111	0.051	112.00125	0.0	0.0	0.0
112.1	5178.511	517.8511000000001	0.111	0.051	112.00126	0.0	0.0	0.0
23.0	5178.523	517.8523	-1.02	2.255	23.0	0.0	0.0	0.0
106.1	5178.526	517.8525999999999	-7.165	1.507	106.00112	0.0	0.0	0.0
112.1	5178.537	517.8537	-2.758	0.051	112.00124	0.0	0.0	0.0
114.1	5178.574	517.8574	-2.604	1.363	114.00128	0.0	0.0	0.0
114.1	5178.625	517.8625	-3.0	1.478	114.00128	0.0	0.0	0.0
106.1	5178.628	517.8628	-2.911	1.508	106.00112	0.0	0.0	0.0
22.0	5178.652	517.8652	-2.67	1.066	22.0	0.0	0.0	0.0
20.0	5178.663	517.8662999999999	-5.52	5.317	20.0	0.0	0.0	0.0
58.0	5178.676	517.8676	-0.58	0.547	58.0	0.0	0.0	0.0
23.0	5178.692	517.8692	-3.28	3.93	23.0	0.0	0.0	0.0
26.1	5178.707	517.8707	-6.89	2.826	26.1	0.0	0.0	0.0
114.1	5178.73	517.8729999999999	-2.604	1.363	114.00128	0.0	0.0	0.0
114.1	5178.741	517.8741	-3.0	1.478	114.00128	0.0	0.0	0.0
60.0	5178.743	517.8743000000001	-1.06	0.14	60.0	0.0	0.0	0.0
112.1	5178.747	517.8747000000001	-0.247	0.252	112.00126	0.0	0.0	0.0
112.1	5178.751	517.8751	-0.247	0.252	112.00125	0.0	0.0	0.0
112.1	5178.757	517.8756999999999	-0.247	0.253	112.00124	0.0	0.0	0.0
112.1	5178.777	517.8777	-2.217	0.486	112.00124	0.0	0.0	0.0
42.0	5178.796	517.8796	-2.04	3.154	42.0	0.0	0.0	0.0
26.0	5178.801	517.8801000000001	-1.84	4.383	26.0	0.0	0.0	0.0
26.0	5178.827	517.8827	-3.95	3.879	26.0	0.0	0.0	0.0
26.0	5178.841	517.8841	-3.26	5.008	26.0	0.0	0.0	0.0
64.1	5178.841	517.8841	-0.13	2.471	64.1	0.0	0.0	0.0
25.1	5178.858	517.8858	-4.21	6.568	25.1	0.0	0.0	0.0
25.0	5178.869	517.8869	-3.63	4.824	25.0	0.0	0.0	0.0
75.0	5178.901	517.8901	-2.4	2.059	75.0	0.0	0.0	0.0
112.1	5178.908	517.8908	0.122	0.486	112.00124	0.0	0.0	0.0
112.1	5178.912	517.8912	0.122	0.485	112.00126	0.0	0.0	0.0
112.1	5178.916	517.8916	0.122	0.486	112.00125	0.0	0.0	0.0
26.1	5178.959	517.8959	-5.38	2.853	26.1	0.0	0.0	0.0
112.1	5178.971	517.8970999999999	-2.753	0.051	112.00124	0.0	0.0	0.0
112.1	5179.004	517.9004	-1.432	0.191	112.00124	0.0	0.0	0.0
40.0	5179.014	517.9014	-2.49	0.519	40.0	0.0	0.0	0.0
112.1	5179.03	517.903	0.164	0.051	112.00124	0.0	0.0	0.0
112.1	5179.05	517.905	0.164	0.051	112.00125	0.0	0.0	0.0
23.0	5179.059	517.9059	-1.46	2.245	23.0	0.0	0.0	0.0
112.1	5179.068	517.9068	0.164	0.051	112.00126	0.0	0.0	0.0
57.0	5179.094	517.9094	-1.06	1.046	57.0	0.0	0.0	0.0
28.0	5179.119	517.9119	-1.47	3.895	28.0	0.0	0.0	0.0
114.1	5179.13	517.913	-3.45	1.225	114.00128	0.0	0.0	0.0
114.1	5179.164	517.9164	-3.45	1.225	114.00128	0.0	0.0	0.0
112.1	5179.303	517.9303	-1.867	0.253	112.00124	0.0	0.0	0.0
112.1	5179.368	517.9368000000001	-0.188	0.252	112.00126	0.0	0.0	0.0
112.1	5179.369	517.9368999999999	-0.188	0.252	112.00125	0.0	0.0	0.0
112.1	5179.372	517.9372000000001	-0.188	0.253	112.00124	0.0	0.0	0.0
42.0	5179.399	517.9399000000001	-2.14	2.932	42.0	0.0	0.0	0.0
106.1	5179.411	517.9411	-7.773	2.436	106.00113	0.0	0.0	0.0
112.1	5179.456	517.9456	-3.36	1.038	112.00124	0.0	0.0	0.0
106.1	5179.473	517.9473	-7.933	2.281	106.00112	0.0	0.0	0.0
68.1	5179.491	517.9491	0.48	3.321	68.1	0.0	0.0	0.0
112.1	5179.505	517.9505	0.093	0.458	112.00126	0.0	0.0	0.0
112.1	5179.507	517.9507	0.093	0.458	112.00125	0.0	0.0	0.0
112.1	5179.51	517.951	0.093	0.459	112.00124	0.0	0.0	0.0
112.1	5179.511	517.9511	-2.308	0.769	112.00124	0.0	0.0	0.0
112.1	5179.582	517.9582	-0.622	0.001	112.00124	0.0	0.0	0.0
112.1	5179.604	517.9604	-0.622	0.001	112.00125	0.0	0.0	0.0
112.1	5179.625	517.9625	-0.622	0.001	112.00126	0.0	0.0	0.0
112.1	5179.626	517.9626000000001	-1.877	0.42	112.00124	0.0	0.0	0.0
23.1	5179.65	517.9649999999999	-3.11	3.75	23.1	0.0	0.0	0.0
27.0	5179.676	517.9676000000001	-0.42	4.146	27.0	0.0	0.0	0.0
22.0	5179.754	517.9754	-2.73	3.106	22.0	0.0	0.0	0.0
112.1	5179.762	517.9762	-0.198	0.267	112.00126	0.0	0.0	0.0
112.1	5179.768	517.9768	-0.198	0.267	112.00125	0.0	0.0	0.0
112.1	5179.774	517.9774	-0.198	0.267	112.00124	0.0	0.0	0.0
60.1	5179.776	517.9775999999999	-1.35	0.742	60.1	0.0	0.0	0.0
23.0	5179.794	517.9793999999999	-2.0	2.357	23.0	0.0	0.0	0.0
114.1	5179.823	517.9823	-1.913	1.831	114.00128	0.0	0.0	0.0
23.0	5179.829	517.9829	-3.22	3.824	23.0	0.0	0.0	0.0
112.1	5179.866	517.9866	-2.106	0.459	112.00124	0.0	0.0	0.0
64.1	5179.92	517.992	-1.22	1.371	64.1	0.0	0.0	0.0
42.0	5179.965	517.9965	-1.55	3.3	42.0	0.0	0.0	0.0
112.1	5179.973	517.9973	0.051	0.04	112.00124	0.0	0.0	0.0
22.0	5179.978	517.9978	-2.64	3.196	22.0	0.0	0.0	0.0
112.1	5179.986	517.9986	0.118	0.458	112.00126	0.0	0.0	0.0
112.1	5179.988	517.9988000000001	0.051	0.04	112.00125	0.0	0.0	0.0
112.1	5179.991	517.9991	0.118	0.458	112.00125	0.0	0.0	0.0
112.1	5179.992	517.9992	0.118	0.459	112.00124	0.0	0.0	0.0
112.1	5180.001	518.0001	0.051	0.04	112.00126	0.0	0.0	0.0
112.1	5180.025	518.0024999999999	-2.71	0.04	112.00124	0.0	0.0	0.0
106.1	5180.037	518.0037	-3.825	1.596	106.00113	0.0	0.0	0.0
24.0	5180.054	518.0054	-4.29	3.885	24.0	0.0	0.0	0.0
26.0	5180.056	518.0056	-1.26	4.47	26.0	0.0	0.0	0.0
106.1	5180.116	518.0116	0.235	1.596	106.00113	0.0	0.0	0.0
26.0	5180.17	518.017	-1.23	4.987	26.0	0.0	0.0	0.0
27.0	5180.176	518.0176	-0.51	3.949	27.0	0.0	0.0	0.0
42.0	5180.207	518.0207	-1.27	3.263	42.0	0.0	0.0	0.0
114.1	5180.222	518.0222	-1.913	1.831	114.00128	0.0	0.0	0.0
106.1	5180.228	518.0228	-3.639	2.336	106.00113	0.0	0.0	0.0
106.1	5180.247	518.0247	-6.248	1.867	106.00113	0.0	0.0	0.0
112.1	5180.283	518.0283000000001	-1.91	0.267	112.00124	0.0	0.0	0.0
41.0	5180.299	518.0299	-1.28	0.086	41.0	0.0	0.0	0.0
25.0	5180.304	518.0304	-1.8	4.191	25.0	0.0	0.0	0.0
114.1	5180.326	518.0326	-2.675	1.54	114.00128	0.0	0.0	0.0
112.1	5180.351	518.0350999999999	-0.147	0.267	112.00126	0.0	0.0	0.0
112.1	5180.354	518.0354	-0.147	0.267	112.00125	0.0	0.0	0.0
112.1	5180.358	518.0358	-0.147	0.268	112.00124	0.0	0.0	0.0
112.1	5180.367	518.0367	0.056	0.432	112.00126	0.0	0.0	0.0
112.1	5180.371	518.0371	0.056	0.432	112.00125	0.0	0.0	0.0
112.1	5180.373	518.0373	0.056	0.433	112.00124	0.0	0.0	0.0
106.1	5180.412	518.0412	-3.767	2.337	106.00113	0.0	0.0	0.0
26.0	5180.417	518.0417	-2.21	4.368	26.0	0.0	0.0	0.0
106.1	5180.429	518.0429	-6.248	1.872	106.00112	0.0	0.0	0.0
22.0	5180.471	518.0471	-2.18	3.548	22.0	0.0	0.0	0.0
22.0	5180.49	518.049	-6.29	2.238	22.0	0.0	0.0	0.0
24.0	5180.502	518.0502	-3.46	4.2	24.0	0.0	0.0	0.0
114.1	5180.514	518.0514000000001	-3.552	1.325	114.00128	0.0	0.0	0.0
112.1	5180.527	518.0527	-2.703	0.04	112.00124	0.0	0.0	0.0
26.1	5180.529	518.0529	-5.43	2.842	26.1	0.0	0.0	0.0
112.1	5180.568	518.0568000000001	-0.155	0.283	112.00126	0.0	0.0	0.0
112.1	5180.575	518.0575	-0.155	0.283	112.00125	0.0	0.0	0.0
112.1	5180.579	518.0579	0.112	0.04	112.00124	0.0	0.0	0.0
112.1	5180.583	518.0582999999999	-0.155	0.284	112.00124	0.0	0.0	0.0
112.1	5180.597	518.0597	0.112	0.04	112.00125	0.0	0.0	0.0
22.0	5180.597	518.0597	-6.78	1.967	22.0	0.0	0.0	0.0
112.1	5180.613	518.0613000000001	0.112	0.04	112.00126	0.0	0.0	0.0
114.1	5180.697	518.0697	-2.675	1.54	114.00128	0.0	0.0	0.0
23.0	5180.704	518.0704	-1.52	2.246	23.0	0.0	0.0	0.0
112.1	5180.739	518.0739	-2.168	0.433	112.00124	0.0	0.0	0.0
27.0	5180.761	518.0761	-2.77	4.146	27.0	0.0	0.0	0.0
26.0	5180.768	518.0768	-3.76	5.008	26.0	0.0	0.0	0.0
114.1	5180.779	518.0779	-3.552	1.325	114.00128	0.0	0.0	0.0
23.0	5180.849	518.0849000000001	-4.44	2.136	23.0	0.0	0.0	0.0
112.1	5180.853	518.0853	0.083	0.432	112.00126	0.0	0.0	0.0
112.1	5180.859	518.0859	0.083	0.432	112.00125	0.0	0.0	0.0
112.1	5180.86	518.086	0.083	0.433	112.00124	0.0	0.0	0.0
22.0	5180.882	518.0881999999999	-3.9	3.109	22.0	0.0	0.0	0.0
112.1	5180.884	518.0884	-2.338	0.794	112.00124	0.0	0.0	0.0
58.0	5180.884	518.0884	-0.69	0.0	58.0	0.0	0.0	0.0
112.1	5180.91	518.091	0.355	0.703	112.00124	0.0	0.0	0.0
27.0	5180.914	518.0914	-3.56	4.172	27.0	0.0	0.0	0.0
73.0	5180.927	518.0926999999999	-0.74	2.708	73.0	0.0	0.0	0.0
23.0	5180.933	518.0933	-1.21	3.313	23.0	0.0	0.0	0.0
106.1	5180.942	518.0942	-5.428	2.337	106.00113	0.0	0.0	0.0
112.1	5181.021	518.1021	0.033	0.407	112.00126	0.0	0.0	0.0
112.1	5181.027	518.1027	0.033	0.407	112.00125	0.0	0.0	0.0
112.1	5181.03	518.103	0.033	0.408	112.00124	0.0	0.0	0.0
24.1	5181.051	518.1051	-1.98	6.817	24.1	0.0	0.0	0.0
112.1	5181.06	518.106	-1.95	0.284	112.00124	0.0	0.0	0.0
112.1	5181.132	518.1132	-0.109	0.283	112.00126	0.0	0.0	0.0
112.1	5181.137	518.1137	-0.109	0.283	112.00125	0.0	0.0	0.0
112.1	5181.142	518.1142	-0.109	0.284	112.00124	0.0	0.0	0.0
28.0	5181.16	518.116	-1.68	4.263	28.0	0.0	0.0	0.0
112.1	5181.166	518.1166000000001	-0.117	0.301	112.00126	0.0	0.0	0.0
60.1	5181.169	518.1169	-0.6	0.859	60.1	0.0	0.0	0.0
112.1	5181.173	518.1173	-0.117	0.301	112.00125	0.0	0.0	0.0
112.1	5181.181	518.1180999999999	-0.117	0.301	112.00124	0.0	0.0	0.0
42.0	5181.195	518.1195	-1.75	3.273	42.0	0.0	0.0	0.0
112.1	5181.232	518.1232	-2.384	0.703	112.00124	0.0	0.0	0.0
22.0	5181.259	518.1259	-3.6	3.317	22.0	0.0	0.0	0.0
24.1	5181.263	518.1263	-2.56	5.867	24.1	0.0	0.0	0.0
112.1	5181.268	518.1268	-0.019	0.03	112.00124	0.0	0.0	0.0
114.1	5181.272	518.1272	-2.731	1.325	114.00128	0.0	0.0	0.0
112.1	5181.28	518.1279999999999	-0.019	0.03	112.00125	0.0	0.0	0.0
112.1	5181.291	518.1291	-0.019	0.03	112.00126	0.0	0.0	0.0
106.1	5181.314	518.1314	-10.244	1.961	106.00112	0.0	0.0	0.0
112.1	5181.314	518.1314	-2.658	0.03	112.00124	0.0	0.0	0.0
112.1	5181.406	518.1406	-2.141	0.408	112.00124	0.0	0.0	0.0
112.1	5181.414	518.1414	0.37	0.703	112.00124	0.0	0.0	0.0
114.1	5181.425	518.1425	-2.642	1.571	114.00128	0.0	0.0	0.0
114.1	5181.447	518.1447000000001	-2.642	1.571	114.00128	0.0	0.0	0.0
24.1	5181.454	518.1454	-2.64	6.892	24.1	0.0	0.0	0.0
24.0	5181.46	518.146	-1.29	4.436	24.0	0.0	0.0	0.0
112.1	5181.468	518.1468	0.007	0.383	112.00126	0.0	0.0	0.0
22.0	5181.473	518.1473	-5.47	1.995	22.0	0.0	0.0	0.0
112.1	5181.474	518.1474000000001	0.007	0.383	112.00125	0.0	0.0	0.0
112.1	5181.477	518.1477	0.37	0.702	112.00125	0.0	0.0	0.0
112.1	5181.479	518.1479	0.007	0.384	112.00124	0.0	0.0	0.0
23.1	5181.505	518.1505	-4.46	2.219	23.1	0.0	0.0	0.0
112.1	5181.514	518.1514	0.061	0.407	112.00126	0.0	0.0	0.0
112.1	5181.52	518.152	0.061	0.407	112.00125	0.0	0.0	0.0
112.1	5181.522	518.1522	0.061	0.408	112.00124	0.0	0.0	0.0
112.1	5181.525	518.1524999999999	0.37	0.702	112.00126	0.0	0.0	0.0
114.1	5181.537	518.1537000000001	-2.731	1.325	114.00128	0.0	0.0	0.0
112.1	5181.555	518.1555000000001	-0.081	0.319	112.00126	0.0	0.0	0.0
112.1	5181.562	518.1562	-0.081	0.32	112.00125	0.0	0.0	0.0
112.1	5181.57	518.1569999999999	-0.081	0.32	112.00124	0.0	0.0	0.0
106.1	5181.589	518.1589	-3.339	1.139	106.00112	0.0	0.0	0.0
112.1	5181.634	518.1634	-1.988	0.301	112.00124	0.0	0.0	0.0
106.1	5181.644	518.1644	-7.414	1.139	106.00112	0.0	0.0	0.0
112.1	5181.706	518.1706	-0.02	0.361	112.00126	0.0	0.0	0.0
112.1	5181.71	518.171	-0.074	0.301	112.00126	0.0	0.0	0.0
112.1	5181.712	518.1712	-0.02	0.361	112.00125	0.0	0.0	0.0
112.1	5181.716	518.1716	-0.074	0.301	112.00125	0.0	0.0	0.0
112.1	5181.718	518.1718	-0.02	0.361	112.00124	0.0	0.0	0.0
112.1	5181.721	518.1721	-0.074	0.301	112.00124	0.0	0.0	0.0
112.1	5181.734	518.1734	-0.049	0.339	112.00126	0.0	0.0	0.0
112.1	5181.742	518.1742	-0.049	0.34	112.00125	0.0	0.0	0.0
75.0	5181.746	518.1746	-2.17	2.745	75.0	0.0	0.0	0.0
58.0	5181.747	518.1747	-0.81	0.398	58.0	0.0	0.0	0.0
112.1	5181.749	518.1749	-0.049	0.34	112.00124	0.0	0.0	0.0
106.1	5181.752	518.1752	-10.345	1.908	106.00113	0.0	0.0	0.0
112.1	5181.867	518.1867	-2.114	0.384	112.00124	0.0	0.0	0.0
72.0	5181.87	518.187	-1.89	0.0	72.0	0.0	0.0	0.0
112.1	5181.902	518.1902	-2.647	0.03	112.00124	0.0	0.0	0.0
58.0	5181.927	518.1927	-0.62	0.294	58.0	0.0	0.0	0.0
106.1	5181.935	518.1935000000001	-3.281	1.139	106.00112	0.0	0.0	0.0
114.1	5181.947	518.1947	-3.288	1.264	114.00128	0.0	0.0	0.0
112.1	5181.948	518.1948	0.052	0.03	112.00124	0.0	0.0	0.0
106.1	5181.952	518.1952	-6.203	1.868	106.00113	0.0	0.0	0.0
24.0	5181.96	518.196	-3.38	3.553	24.0	0.0	0.0	0.0
112.1	5181.964	518.1964	0.052	0.03	112.00125	0.0	0.0	0.0
112.1	5181.967	518.1967	0.038	0.383	112.00126	0.0	0.0	0.0
112.1	5181.973	518.1973	0.038	0.383	112.00125	0.0	0.0	0.0
112.1	5181.977	518.1976999999999	0.038	0.384	112.00124	0.0	0.0	0.0
26.1	5181.977	518.1976999999999	-5.73	3.195	26.1	0.0	0.0	0.0
112.1	5181.978	518.1978	0.052	0.03	112.00126	0.0	0.0	0.0
26.0	5181.98	518.198	-2.17	5.029	26.0	0.0	0.0	0.0
30.0	5181.981	518.1981	-1.61	5.791	30.0	0.0	0.0	0.0
112.1	5181.992	518.1992	-2.366	0.821	112.00124	0.0	0.0	0.0
23.1	5182.001	518.2001	-4.28	6.334	23.1	0.0	0.0	0.0
112.1	5182.002	518.2002	-2.022	0.32	112.00124	0.0	0.0	0.0
67.0	5182.034	518.2034	-0.38	1.038	67.0	0.0	0.0	0.0
112.1	5182.084	518.2084	-0.043	0.319	112.00126	0.0	0.0	0.0
112.1	5182.09	518.2090000000001	-0.043	0.32	112.00125	0.0	0.0	0.0
112.1	5182.096	518.2095999999999	-0.043	0.32	112.00124	0.0	0.0	0.0
112.1	5182.119	518.2119	-2.085	0.361	112.00124	0.0	0.0	0.0
21.0	5182.12	518.212	-3.95	3.187	21.0	0.0	0.0	0.0
112.1	5182.164	518.2164	-2.055	0.34	112.00124	0.0	0.0	0.0
112.1	5182.213	518.2212999999999	0.013	0.361	112.00126	0.0	0.0	0.0
106.1	5182.218	518.2218	-6.203	1.873	106.00112	0.0	0.0	0.0
112.1	5182.219	518.2219	0.013	0.361	112.00125	0.0	0.0	0.0
114.1	5182.22	518.222	-3.288	1.265	114.00128	0.0	0.0	0.0
26.0	5182.22	518.222	-2.63	4.984	26.0	0.0	0.0	0.0
112.1	5182.224	518.2224	0.013	0.361	112.00124	0.0	0.0	0.0
112.1	5182.251	518.2251	-0.014	0.339	112.00126	0.0	0.0	0.0
112.1	5182.258	518.2257999999999	-0.014	0.34	112.00125	0.0	0.0	0.0
112.1	5182.264	518.2264	-0.014	0.34	112.00124	0.0	0.0	0.0
112.1	5182.357	518.2357	-0.105	0.021	112.00124	0.0	0.0	0.0
112.1	5182.367	518.2367	-0.105	0.021	112.00125	0.0	0.0	0.0
112.1	5182.375	518.2375	-0.105	0.021	112.00126	0.0	0.0	0.0
112.1	5182.396	518.2396	-2.602	0.021	112.00124	0.0	0.0	0.0
24.0	5182.5	518.25	-4.38	3.886	24.0	0.0	0.0	0.0
90.1	5182.527	518.2527	-0.78	2.331	90.1	0.0	0.0	0.0
25.1	5182.576	518.2576	-9.12	6.568	25.1	0.0	0.0	0.0
60.1	5182.59	518.259	-0.91	0.744	60.1	0.0	0.0	0.0
26.0	5182.654	518.2654	-4.32	3.298	26.0	0.0	0.0	0.0
69.0	5182.678	518.2678	-0.13	2.701	69.0	0.0	0.0	0.0
28.0	5182.741	518.2741	-1.38	4.086	28.0	0.0	0.0	0.0
106.1	5182.797	518.2796999999999	-3.839	1.707	106.00113	0.0	0.0	0.0
23.0	5182.797	518.2796999999999	-1.56	2.241	23.0	0.0	0.0	0.0
106.1	5182.816	518.2816	-4.219	1.57	106.00113	0.0	0.0	0.0
112.1	5182.833	518.2832999999999	-2.394	0.848	112.00124	0.0	0.0	0.0
21.0	5182.848	518.2848	-3.13	5.401	21.0	0.0	0.0	0.0
26.0	5182.867	518.2867	-3.83	4.984	26.0	0.0	0.0	0.0
106.1	5182.883	518.2882999999999	-3.851	1.707	106.00113	0.0	0.0	0.0
106.1	5182.896	518.2896	-3.24	2.331	106.00113	0.0	0.0	0.0
106.1	5182.936	518.2936	-4.232	1.57	106.00113	0.0	0.0	0.0
26.0	5182.953	518.2953	-3.81	3.881	26.0	0.0	0.0	0.0
106.1	5182.962	518.2962	-5.958	1.707	106.00113	0.0	0.0	0.0
106.1	5183.012	518.3012	-6.389	1.57	106.00113	0.0	0.0	0.0
106.1	5183.018	518.3018	-3.64	2.338	106.00113	0.0	0.0	0.0
27.0	5183.049	518.3049	-1.12	4.061	27.0	0.0	0.0	0.0
24.0	5183.097	518.3097	-1.96	4.437	24.0	0.0	0.0	0.0
112.1	5183.1	518.3100000000001	-2.585	0.021	112.00124	0.0	0.0	0.0
106.1	5183.108	518.3108	-5.877	2.331	106.00113	0.0	0.0	0.0
106.1	5183.108	518.3108	-6.213	2.331	106.00113	0.0	0.0	0.0
112.1	5183.139	518.3139	-0.017	0.021	112.00124	0.0	0.0	0.0
112.1	5183.153	518.3153	-0.017	0.021	112.00125	0.0	0.0	0.0
112.1	5183.166	518.3166	-0.017	0.021	112.00126	0.0	0.0	0.0
114.1	5183.175	518.3175	-3.419	1.234	114.00128	0.0	0.0	0.0
